P_S03_SerialNumber,P_S03_InvItemId,P_S03_Suvinventorycode,P_S03_Pallet,P_S03_Cage,P_S03_Tote,P_S03_ItemID,P_S03_LocatorID
S20205520180094-51053,3990,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100006075,773207
S20209520180298-10894,3990,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100006075,773207
S20204520180441-7740,3990,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100006075,773207
S20195520180394-18599,3990,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100006075,773207
S19162520180160-11109,3990,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100006075,773207
S20211520180262-12453,3990,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100006075,773207
S20209520180266-40664,3990,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100006075,773207
S20209520180250-47640,3990,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100006075,773207
S20217520180086-58559,3990,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100006075,773207
S19162520180361-20941,3990,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100006075,773207
S20205520180149-20503,3990,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100006075,773207
S20192520180248-43008,3990,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100006075,773207
S20204520180434-40263,3990,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100006075,773207
S19164520180295-28680,3990,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100006075,773207
S20211520180333-28696,3990,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100006075,773207
S20217520180067-57680,3990,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100006075,773207
S20217520180073-25089,3990,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100006075,773207
S20192520180301-59957,3990,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100006075,773207
S20209520180262-52786,3990,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100006075,773207
S20209520180220-31412,3990,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100006075,773207
S20209520180197-52084,3990,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100006075,773207
S19162520180017-20570,3990,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100006075,773207
S20211520180162-28906,3990,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100006075,773207
S20204520180065-14490,3990,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100006075,773207
S19162520180208-13744,3990,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100006075,773207
S20211520180229-24761,3990,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100006075,773207
S19162520180352-52689,3990,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100006075,773207
SPF3F69D7,3990,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100006075,773207
SPF3F69H8,24090,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100006075,773207
SPF3F6BP2,24090,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100011945,773207
SPF3F5Y58,24090,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100011945,773207
19362N03F7,24090,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100011945,773207
18299N00C6,2791,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100011945,773207
17108B255B,2791,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100003593,773207
20147N0236,2791,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100003593,773207
19102N0488,2791,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100003593,773207
20080N0CE3,2791,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100003593,773207
20252N09E8,2791,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100003593,773207
20115N0F88,2791,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100003593,773207
20116N0032,2791,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100003593,773207
9909151928,2791,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100003593,773207
21131N0A84,2791,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100003593,773207
20127N097A,2791,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100003593,773207
21022N0BF4,2791,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100003593,773207
21091N004D,2791,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100003593,773207
20233N088B,2791,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100003593,773207
20119N04DA,2791,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100003593,773207
20056N0881,2791,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100003593,773207
20335N098D,2791,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100003593,773207
21090N0C4D,2791,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100003593,773207
21089N1163,2791,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100003593,773207
19360N106D-63642,2791,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100003593,773207
19360N106D-63641,2791,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100003593,773207
20335N0764,2791,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100003593,773207
22460N06DC,2791,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100003593,773207
20232N0F2A,2791,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100003593,773207
21271N0020,2791,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100003593,773207
21068N008D,2791,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100003593,773207
21754N0381,2791,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100003593,773207
18115B493C,2791,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100003593,773207
18157B7B20,3291,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100003593,773207
19085N0047,3291,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004492,773207
S21172524200622,3291,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004492,773207
S20297522513143,24091,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004492,773207
S20266522517684,24091,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100011944,773207
S20131522503286,24091,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100011944,773207
S21090522514514,24091,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100011944,773207
S21123522504688,24091,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100011944,773207
S21097522506229,24091,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100011944,773207
S21074522503263,24091,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100011944,773207
22139522502325,8693,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100011944,773207
S23041523022945,8693,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100000111,773207
S23040523021905,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100000111,773207
S23041523023341,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S23041523022764,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S23040523022216,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S22179523022951,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
19351523022292,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
19174000500127,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
20107010557288,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S22159523026967,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S22120523020103,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S23154523021068,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S20246523020857,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S20171523021228,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S23200523020101,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
19334010554255,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S20179523020901,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S22058523024717,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S20208523020896,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S22285523020791,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S23319523020326,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S22173523025461,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S23332523020136,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S23338523020484,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S22170523024604,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S20065523020946,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S21003523024538,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S22118523023237,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S22117523021415,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S21037523023058,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S22296523021112,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S22164523027618,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S23171523021840,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S23247523021574,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S20362523022692,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S20206523021971,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S20285523020607,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S20288523021420,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S20200523020135,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S20283523021117,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
139909196932115,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
141436539108466,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
141676435785380,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
141396556328980,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
140061131494160,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
140752833579262,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
140756831857210,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
140768826691056,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
140796814636696,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
140812807748490,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
139985164213137,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
139993160769035,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
140017150436726,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
139569343306487,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
139945181433652,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
139957176267497,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
139961174545446,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
141736409954608,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
141440537386414,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
140133100497234,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S20210523023214,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S20159523020145,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S20168523020603,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S20316523022495,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S20162523022121,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S20210523020184,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S20163523020840,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S20240523023466,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
139685293366995,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S20168523020331,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S20221523022384,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S20211523020155,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S20148523020092,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S20184523020176,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S20148523020737,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S20213523021290,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S20206523020651,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S20169523021112,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S20252523021781,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S20245523025238,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S20186523020566,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S20172523021858,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S20167523020427,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S21149523024395,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S20282523020493,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S20173523020091,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S20219523023179,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S20185523020757,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S20165523021499,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S20167523020416,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S20180523020370,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S20179523021834,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S20259523022305,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S20224523020098,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S20203523020707,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S20174523021093,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S20213523020684,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S20206523023760,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S20154523020931,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S20219523021756,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S20158523020988,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S20286523020242,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S20156523022254,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S20147523021005-9010,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S20252523021915,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S20210523022245,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S20171523020971,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S20206523021931,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S20302523022767,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S20148523021119,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S20168523020098,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S21029523025331,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S20171523020215,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S20155523021511,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S20165523020114,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S20174523020863,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S21327523022150,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S21216523020820,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S20246523024802,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S20209523022094,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S20173523020257,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
18224000500924,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S20169523020844,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S20169523020577,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S22073523022177,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S20218523020466,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S22073523023348,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S21210523020276,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S20209523020350,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S22188523022010,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
S22073523022270,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
20013010551974,2997,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
19144000500388,7797,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100004267,773207
20027010557911,7797,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100006586,773207
18150000501142,7797,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100006586,773207
19177000505401,7797,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100006586,773207
19156000500391,7797,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100006586,773207
18346000500303,7797,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100006586,773207
20109010554656,7797,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100006586,773207
19334010554168,7797,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100006586,773207
19179000508421,7797,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100006586,773207
19248000503455,7797,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100006586,773207
20108010551551,7797,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100006586,773207
20042010552696,7797,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100006586,773207
18351000501097,7797,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100006586,773207
19156000500276,7797,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100006586,773207
18164000504934,7797,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100006586,773207
16308000502354,7797,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100006586,773207
19137000500209,7797,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100006586,773207
20027010557687,7797,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100006586,773207
19331010563618,7797,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100006586,773207
19345010553671,7797,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100006586,773207
20029010560037,7797,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100006586,773207
19336010563796,7797,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100006586,773207
16054000504800,7797,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100006586,773207
14133000500889,7797,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100006586,773207
18343000500086,7797,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100006586,773207
19345010553628,7797,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100006586,773207
19344010555861,7797,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100006586,773207
19336010563801,7797,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100006586,773207
19312010557094,7797,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100006586,773207
18329000500081,7797,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100006586,773207
16292000503223,7797,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100006586,773207
20024010558569,7797,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100006586,773207
MJ0G8B4F,7797,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100006586,773207
SPF3P74SY,7160,Staging,RAD1 RMA Missing,QA 2A4,tsX02xku76j,100006586,773207
SPF3PAXQ7,24090,Staging,QA 2A4,QA 2A4,tsX02xku76j,100005331,773224
5CG141BS8F,24090,Staging,QA 2A4,QA 2A4,tsX02xku76j,100011945,773224
S20268522524951,2788,Staging,QA 2A4,QA 3A5,tsX0bhya3e3,100011945,773224
S19063522503951,3037,INV RT PTS,QA 3A5,Equip RTN RMA,tsX01yxvamz,100003590,775450
S20170522504492,7237,INV RT PTS,Equip RTN RMA,Equip RTN RMA,tsX01bg5j3m,100004307,786985
S20161522505060,7237,INV RT PTS,Equip RTN RMA,Equip RTN RMA,tsX01bg5j3m,100005605,786957
S20155522504422,7237,INV RT PTS,Equip RTN RMA,Equip RTN RMA,tsX01bg5j3m,100005605,786957
S20168522506477,7237,INV RT PTS,Equip RTN RMA,Equip RTN RMA,tsX01bg5j3m,100005605,786957
19078522505430,7237,INV RT PTS,Equip RTN RMA,Equip RTN RMA,tsX01bg5j3m,100005605,786957
S20106522506107,7237,INV RT PTS,Equip RTN RMA,Equip RTN RMA,tsX01bg5j3m,100005605,786957
S20165522500383,7237,INV RT PTS,Equip RTN RMA,Equip RTN RMA,tsX01bg5j3m,100005605,786957
S20157522503787,7237,INV RT PTS,Equip RTN RMA,Equip RTN RMA,tsX01bg5j3m,100005605,786957
S20169522500075,7237,INV RT PTS,Equip RTN RMA,Equip RTN RMA,tsX01bg5j3m,100005605,786957
S20151522507821,7237,INV RT PTS,Equip RTN RMA,Equip RTN RMA,tsX01bg5j3m,100005605,786957
S20167522500950,7237,INV RT PTS,Equip RTN RMA,Equip RTN RMA,tsX01bg5j3m,100005605,786957
19280522506724,7237,INV RT PTS,Equip RTN RMA,Equip RTN RMA,tsX01bg5j3m,100005605,786957
S18164522500501,7237,INV RT PTS,Equip RTN RMA,Equip RTN RMA,tsX01bg5j3m,100005605,786957
S20156522503187,7237,INV RT PTS,Equip RTN RMA,Equip RTN RMA,tsX01bg5j3m,100005605,786957
S20016522500901,7237,INV RT PTS,Equip RTN RMA,Equip RTN RMA,tsX01bg5j3m,100005605,786957
S20113522510543,7237,INV RT PTS,Equip RTN RMA,Equip RTN RMA,tsX01bg5j3m,100005605,786957
S20172522500647,7237,INV RT PTS,Equip RTN RMA,Equip RTN RMA,tsX01bg5j3m,100005605,786957
S19186522501319,7237,INV RT PTS,Equip RTN RMA,Equip RTN RMA,tsX01bg5j3m,100005605,786957
S19134522503757,7237,INV RT PTS,Equip RTN RMA,Equip RTN RMA,tsX01bg5j3m,100005605,786957
S18141522502537,7237,INV RT PTS,Equip RTN RMA,Equip RTN RMA,tsX01bg5j3m,100005605,786957
20115522501429,7237,INV RT PTS,Equip RTN RMA,Equip RTN RMA,tsX01bg5j3m,100005605,786957
S20168522500276,7237,INV RT PTS,Equip RTN RMA,Equip RTN RMA,tsX01bg5j3m,100005605,786957
S19280522506872,7237,INV RT PTS,Equip RTN RMA,Equip RTN RMA,tsX01bg5j3m,100005605,786957
S19270522502866,7237,INV RT PTS,Equip RTN RMA,Equip RTN RMA,tsX01bg5j3m,100005605,786957
S19150522501812,7237,INV RT PTS,Equip RTN RMA,Equip RTN RMA,tsX01bg5j3m,100005605,786957
S20168522506408,7237,INV RT PTS,Equip RTN RMA,Equip RTN RMA,tsX01bg5j3m,100005605,786957
S20168522500228,7237,INV RT PTS,Equip RTN RMA,Equip RTN RMA,tsX01bg5j3m,100005605,786957
19277522508035,7237,INV RT PTS,Equip RTN RMA,Equip RTN RMA,tsX01bg5j3m,100005605,786957
S20126522501161,7237,INV RT PTS,Equip RTN RMA,Equip RTN RMA,tsX01bg5j3m,100005605,786957
19237522503054,7237,INV RT PTS,Equip RTN RMA,Equip RTN RMA,tsX01bg5j3m,100005605,786957
S19344522500807,7237,INV RT PTS,Equip RTN RMA,Equip RTN RMA,tsX01bg5j3m,100005605,786957
S19346522503044,7237,INV RT PTS,Equip RTN RMA,Equip RTN RMA,tsX01bg5j3m,100005605,786957
19241522507729,7237,INV RT PTS,Equip RTN RMA,Equip RTN RMA,tsX01bg5j3m,100005605,786957
S19347522502985,7237,INV RT PTS,Equip RTN RMA,Equip RTN RMA,tsX01bg5j3m,100005605,786957
S20115522500958,2209,INV RT PTS,Equip RTN RMA,Equip RTN RMA,tsX067nwsef,100005605,786957
S19346522502681,7237,INV RT PTS,Equip RTN RMA,Equip RTN RMA,tsX067nwsef,100002383,786936
S17282522504355,7237,INV RT PTS,Equip RTN RMA,Equip RTN RMA,tsX067nwsef,100005605,786936
S19324522501485,7237,INV RT PTS,Equip RTN RMA,Equip RTN RMA,tsX067nwsef,100005605,786936
S20150522504640,7237,INV RT PTS,Equip RTN RMA,Equip RTN RMA,tsX067nwsef,100005605,786936
S18320522513793,7237,INV RT PTS,Equip RTN RMA,Equip RTN RMA,tsX067nwsef,100005605,786936
S20156522503607,7237,INV RT PTS,Equip RTN RMA,Equip RTN RMA,tsX067nwsef,100005605,786936
S20150522504710,7237,INV RT PTS,Equip RTN RMA,Equip RTN RMA,tsX067nwsef,100005605,786936
S20115522501315,7237,INV RT PTS,Equip RTN RMA,Equip RTN RMA,tsX067nwsef,100005605,786936
S19324522501796,7237,INV RT PTS,Equip RTN RMA,Equip RTN RMA,tsX067nwsef,100005605,786936
20161522505373,7237,INV RT PTS,Equip RTN RMA,Equip RTN RMA,tsX067nwsef,100005605,786936
S20114522511430,7237,INV RT PTS,Equip RTN RMA,Equip RTN RMA,tsX067nwsef,100005605,786936
